trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1,False,"{'a': 0.002, 'e': 1.0}",25,0,-137.45992727487604,"{0: 16, 1: 1, 2: 5, 3: 1, 4: 2}",0
2,False,"{'a': 0.002, 'e': 0.9980019986673331}",30,0,-192.16138669352625,"{0: 13, 1: 6, 2: 8, 3: 1, 4: 2}",0
3,False,"{'a': 0.002, 'e': 0.9960079893439915}",30,0,-132.99393526004292,"{0: 18, 1: 5, 2: 5, 3: 0, 4: 2}",0
4,False,"{'a': 0.002, 'e': 0.9940179640539353}",25,0,-119.1705133955217,"{0: 12, 1: 6, 2: 6, 3: 0, 4: 1}",0
5,False,"{'a': 0.002, 'e': 0.9920319148370607}",35,0,-255.77625597507287,"{0: 15, 1: 10, 2: 5, 3: 1, 4: 4}",0
6,False,"{'a': 0.002, 'e': 0.9900498337491681}",20,0,-33.9456553646795,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
7,False,"{'a': 0.002, 'e': 0.9880717128619305}",20,0,-44.55616934876583,"{0: 13, 1: 2, 2: 5, 3: 0, 4: 0}",0
8,False,"{'a': 0.002, 'e': 0.9860975442628619}",30,0,-68.3776925061247,"{0: 19, 1: 5, 2: 5, 3: 1, 4: 0}",0
9,False,"{'a': 0.002, 'e': 0.9841273200552851}",25,0,-92.94243247291513,"{0: 17, 1: 4, 2: 1, 3: 2, 4: 1}",0
10,False,"{'a': 0.002, 'e': 0.9821610323583008}",20,0,-89.71774017780699,"{0: 13, 1: 1, 2: 4, 3: 1, 4: 1}",0
11,False,"{'a': 0.002, 'e': 0.9801986733067553}",25,0,-52.87481093584314,"{0: 16, 1: 3, 2: 6, 3: 0, 4: 0}",0
12,False,"{'a': 0.002, 'e': 0.97824023505121}",20,0,-104.87461301795157,"{0: 10, 1: 2, 2: 6, 3: 2, 4: 0}",0
13,False,"{'a': 0.002, 'e': 0.9762857097579093}",25,16,-10.498497683695174,"{0: 6, 1: 2, 2: 1, 3: 0, 4: 0}",1
14,False,"{'a': 0.002, 'e': 0.9743350896087494}",25,0,-49.018526470030764,"{0: 16, 1: 3, 2: 6, 3: 0, 4: 0}",0
15,False,"{'a': 0.002, 'e': 0.9723883668012469}",25,0,-97.30173414866427,"{0: 18, 1: 0, 2: 4, 3: 2, 4: 1}",0
16,False,"{'a': 0.002, 'e': 0.9704455335485082}",25,0,-185.0749503733324,"{0: 12, 1: 2, 2: 7, 3: 2, 4: 2}",0
17,False,"{'a': 0.002, 'e': 0.9685065820791976}",30,0,-210.9258487516517,"{0: 14, 1: 6, 2: 6, 3: 1, 4: 3}",0
18,False,"{'a': 0.002, 'e': 0.9665715046375066}",35,0,-161.56203380210553,"{0: 22, 1: 4, 2: 6, 3: 1, 4: 2}",0
19,False,"{'a': 0.002, 'e': 0.9646402934831231}",20,0,-160.553552533728,"{0: 13, 1: 0, 2: 2, 3: 2, 4: 3}",0
20,False,"{'a': 0.002, 'e': 0.9627129408911995}",25,0,-229.93361392614563,"{0: 12, 1: 3, 2: 5, 3: 1, 4: 4}",0
21,False,"{'a': 0.002, 'e': 0.9607894391523232}",25,0,-84.52080488266493,"{0: 16, 1: 3, 2: 5, 3: 0, 4: 1}",0
22,False,"{'a': 0.002, 'e': 0.9588697805724845}",20,9,8.050376695878862,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
23,False,"{'a': 0.002, 'e': 0.9569539574730467}",25,1,-97.18720565629893,"{0: 17, 1: 1, 2: 4, 3: 0, 4: 2}",1
24,False,"{'a': 0.002, 'e': 0.9550419621907147}",20,8,-7.508399901812908,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
25,False,"{'a': 0.002, 'e': 0.9531337870775047}",20,0,-153.77384721908155,"{0: 10, 1: 5, 2: 2, 3: 0, 4: 3}",0
26,False,"{'a': 0.002, 'e': 0.951229424500714}",20,0,-88.94369066348995,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 2}",0
27,False,"{'a': 0.002, 'e': 0.9493288668428895}",25,0,-157.15931216006072,"{0: 13, 1: 4, 2: 5, 3: 1, 4: 2}",0
28,False,"{'a': 0.002, 'e': 0.9474321065017983}",20,0,-137.75390064782155,"{0: 11, 1: 2, 2: 4, 3: 1, 4: 2}",0
29,False,"{'a': 0.002, 'e': 0.9455391358903963}",20,0,-57.341907694814346,"{0: 11, 1: 3, 2: 6, 3: 0, 4: 0}",0
30,False,"{'a': 0.002, 'e': 0.9436499474367985}",20,0,-53.22753354142044,"{0: 13, 1: 2, 2: 4, 3: 1, 4: 0}",0
31,False,"{'a': 0.002, 'e': 0.9417645335842487}",20,6,-18.444470584661232,"{0: 9, 1: 4, 2: 1, 3: 0, 4: 0}",1
32,False,"{'a': 0.002, 'e': 0.9398828867910889}",25,0,-141.85944704392824,"{0: 17, 1: 3, 2: 2, 3: 0, 4: 3}",0
33,False,"{'a': 0.002, 'e': 0.9380049995307295}",20,5,-56.30749034759565,"{0: 10, 1: 2, 2: 2, 3: 0, 4: 1}",1
34,False,"{'a': 0.002, 'e': 0.9361308642916188}",35,6,-65.18025746568765,"{0: 22, 1: 4, 2: 1, 3: 1, 4: 1}",1
35,False,"{'a': 0.002, 'e': 0.9342604735772135}",25,0,-121.58079981955616,"{0: 15, 1: 1, 2: 6, 3: 2, 4: 1}",0
36,False,"{'a': 0.002, 'e': 0.9323938199059483}",25,0,-224.21967392875248,"{0: 9, 1: 5, 2: 7, 3: 1, 4: 3}",0
37,False,"{'a': 0.002, 'e': 0.9305308958112057}",25,0,-65.98623337516422,"{0: 16, 1: 3, 2: 5, 3: 1, 4: 0}",0
38,False,"{'a': 0.002, 'e': 0.9286716938412872}",25,0,-149.7543681892262,"{0: 14, 1: 2, 2: 6, 3: 1, 4: 2}",0
39,False,"{'a': 0.002, 'e': 0.9268162065593822}",20,0,-67.6859302718682,"{0: 13, 1: 1, 2: 4, 3: 2, 4: 0}",0
40,False,"{'a': 0.002, 'e': 0.9249644265435393}",20,0,-89.93694616049152,"{0: 14, 1: 0, 2: 3, 3: 2, 4: 1}",0
41,False,"{'a': 0.002, 'e': 0.9231163463866358}",30,17,-27.498971420932506,"{0: 9, 1: 0, 2: 4, 3: 0, 4: 0}",1
42,False,"{'a': 0.002, 'e': 0.9212719586963487}",30,15,-34.29035409590369,"{0: 8, 1: 5, 2: 2, 3: 0, 4: 0}",1
43,False,"{'a': 0.002, 'e': 0.9194312560951247}",20,0,-74.66668619143141,"{0: 10, 1: 3, 2: 7, 3: 0, 4: 0}",0
44,False,"{'a': 0.002, 'e': 0.9175942312201509}",20,0,-104.47368192201685,"{0: 13, 1: 2, 2: 3, 3: 0, 4: 2}",0
45,False,"{'a': 0.002, 'e': 0.9157608767233256}",20,6,-46.30657723128271,"{0: 12, 1: 0, 2: 0, 3: 1, 4: 1}",1
46,False,"{'a': 0.002, 'e': 0.9139311852712282}",25,0,-85.17185401525792,"{0: 17, 1: 3, 2: 3, 3: 1, 4: 1}",0
47,False,"{'a': 0.002, 'e': 0.9121051495450904}",25,0,-90.0878473411394,"{0: 16, 1: 3, 2: 3, 3: 3, 4: 0}",0
48,False,"{'a': 0.002, 'e': 0.910282762240767}",25,1,-184.89427704669149,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 5}",1
49,False,"{'a': 0.002, 'e': 0.9084640160687062}",30,9,-131.45513402503528,"{0: 10, 1: 3, 2: 5, 3: 2, 4: 1}",1
50,False,"{'a': 0.002, 'e': 0.9066489037539209}",20,0,6.5439415821958775,"{0: 18, 1: 2, 2: 0, 3: 0, 4: 0}",0
51,False,"{'a': 0.002, 'e': 0.9048374180359595}",20,0,-172.1350480495133,"{0: 11, 1: 2, 2: 3, 3: 1, 4: 3}",0
52,False,"{'a': 0.002, 'e': 0.9030295516688768}",20,0,-80.2469302009668,"{0: 12, 1: 4, 2: 3, 3: 0, 4: 1}",0
53,False,"{'a': 0.002, 'e': 0.9012252974212047}",30,0,-157.12726694010885,"{0: 14, 1: 5, 2: 9, 3: 1, 4: 1}",0
54,False,"{'a': 0.002, 'e': 0.899424648075924}",30,15,-43.637451770282105,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 1}",1
55,False,"{'a': 0.002, 'e': 0.8976275964304349}",30,0,-70.73995997898555,"{0: 20, 1: 6, 2: 2, 3: 2, 4: 0}",0
56,False,"{'a': 0.002, 'e': 0.8958341352965282}",20,0,-123.92306407753377,"{0: 14, 1: 2, 2: 1, 3: 0, 4: 3}",0
57,False,"{'a': 0.002, 'e': 0.8940442575003572}",30,0,-262.86212216642207,"{0: 16, 1: 1, 2: 8, 3: 0, 4: 5}",0
58,False,"{'a': 0.002, 'e': 0.8922579558824083}",20,0,-23.54879761766849,"{0: 16, 1: 0, 2: 4, 3: 0, 4: 0}",0
59,False,"{'a': 0.002, 'e': 0.8904752232974726}",20,0,-204.2798915076891,"{0: 9, 1: 3, 2: 4, 3: 0, 4: 4}",0
60,False,"{'a': 0.002, 'e': 0.8886960526146174}",20,0,-177.05701902466524,"{0: 11, 1: 2, 2: 2, 3: 2, 4: 3}",0
61,False,"{'a': 0.002, 'e': 0.8869204367171575}",20,2,-56.701227088235285,"{0: 10, 1: 4, 2: 3, 3: 1, 4: 0}",1
62,False,"{'a': 0.002, 'e': 0.8851483685026271}",35,0,-174.69383318822477,"{0: 23, 1: 3, 2: 5, 3: 1, 4: 3}",0
63,False,"{'a': 0.002, 'e': 0.8833798408827509}",20,0,-133.31345180385424,"{0: 15, 1: 1, 2: 0, 3: 1, 4: 3}",0
64,False,"{'a': 0.002, 'e': 0.8816148467834161}",20,5,-68.91003243026198,"{0: 10, 1: 2, 2: 1, 3: 1, 4: 1}",1
65,False,"{'a': 0.002, 'e': 0.8798533791446438}",30,0,-157.6326146881272,"{0: 20, 1: 2, 2: 5, 3: 0, 4: 3}",0
66,False,"{'a': 0.002, 'e': 0.8780954309205613}",20,0,-113.0455576488441,"{0: 11, 1: 4, 2: 3, 3: 0, 4: 2}",0
67,False,"{'a': 0.002, 'e': 0.8763409950793732}",20,0,-54.2200341534733,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 1}",0
68,False,"{'a': 0.002, 'e': 0.874590064603334}",25,0,-102.31475482960231,"{0: 15, 1: 1, 2: 8, 3: 0, 4: 1}",0
69,False,"{'a': 0.002, 'e': 0.8728426324887193}",20,0,-89.28256163177387,"{0: 14, 1: 2, 2: 2, 3: 0, 4: 2}",0
70,False,"{'a': 0.002, 'e': 0.8710986917457983}",20,0,-145.21840083437476,"{0: 12, 1: 2, 2: 3, 3: 0, 4: 3}",0
71,False,"{'a': 0.002, 'e': 0.8693582353988059}",20,0,-18.653907523692045,"{0: 16, 1: 0, 2: 4, 3: 0, 4: 0}",0
72,False,"{'a': 0.002, 'e': 0.867621256485914}",20,0,-129.87066914147022,"{0: 14, 1: 1, 2: 2, 3: 0, 4: 3}",0
73,False,"{'a': 0.002, 'e': 0.865887748059205}",20,0,-107.14433045101852,"{0: 11, 1: 0, 2: 8, 3: 0, 4: 1}",0
74,False,"{'a': 0.002, 'e': 0.8641577031846428}",25,15,-20.750924935061864,"{0: 7, 1: 0, 2: 3, 3: 0, 4: 0}",1
75,False,"{'a': 0.002, 'e': 0.8624311149420455}",20,0,-87.16138322916096,"{0: 12, 1: 0, 2: 6, 3: 2, 4: 0}",0
76,False,"{'a': 0.002, 'e': 0.8607079764250578}",30,0,-110.76757033569884,"{0: 22, 1: 1, 2: 3, 3: 3, 4: 1}",1
77,False,"{'a': 0.002, 'e': 0.8589882807411234}",25,0,-66.27318302778076,"{0: 18, 1: 3, 2: 3, 3: 0, 4: 1}",0
78,False,"{'a': 0.002, 'e': 0.8572720210114575}",20,0,-128.50036198961104,"{0: 11, 1: 1, 2: 6, 3: 0, 4: 2}",0
79,False,"{'a': 0.002, 'e': 0.8555591903710185}",25,0,-177.17167654814835,"{0: 14, 1: 3, 2: 4, 3: 1, 4: 3}",0
80,False,"{'a': 0.002, 'e': 0.8538497819684817}",35,0,-159.76451599789667,"{0: 23, 1: 3, 2: 6, 3: 1, 4: 2}",0
81,False,"{'a': 0.002, 'e': 0.8521437889662113}",25,20,5.813334937657317,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
82,False,"{'a': 0.002, 'e': 0.850441204540233}",20,0,-138.17258649065982,"{0: 10, 1: 2, 2: 6, 3: 0, 4: 2}",0
83,False,"{'a': 0.002, 'e': 0.8487420218802068}",20,0,-79.66967561210652,"{0: 12, 1: 3, 2: 4, 3: 0, 4: 1}",0
84,False,"{'a': 0.002, 'e': 0.8470462341893996}",20,0,-195.04470579404588,"{0: 11, 1: 0, 2: 3, 3: 3, 4: 3}",0
85,False,"{'a': 0.002, 'e': 0.8453538346846587}",30,0,-159.28296803621674,"{0: 18, 1: 2, 2: 7, 3: 1, 4: 2}",0
86,False,"{'a': 0.002, 'e': 0.8436648165963837}",20,2,-122.01508693672038,"{0: 11, 1: 1, 2: 3, 3: 1, 4: 2}",1
87,False,"{'a': 0.002, 'e': 0.8419791731684999}",25,0,-133.39349810444318,"{0: 16, 1: 1, 2: 5, 3: 1, 4: 2}",0
88,False,"{'a': 0.002, 'e': 0.8402968976584314}",20,4,-29.34653471707666,"{0: 11, 1: 1, 2: 4, 3: 0, 4: 0}",1
89,False,"{'a': 0.002, 'e': 0.838617983337074}",25,0,-89.42755577550622,"{0: 14, 1: 2, 2: 9, 3: 0, 4: 0}",0
90,False,"{'a': 0.002, 'e': 0.8369424234887681}",25,0,-187.3934777919009,"{0: 16, 1: 2, 2: 2, 3: 1, 4: 4}",0
91,False,"{'a': 0.002, 'e': 0.835270211411272}",20,0,-132.3978930309489,"{0: 11, 1: 1, 2: 6, 3: 0, 4: 2}",0
92,False,"{'a': 0.002, 'e': 0.8336013404157353}",25,6,-100.16772074112919,"{0: 11, 1: 1, 2: 5, 3: 1, 4: 1}",1
93,False,"{'a': 0.002, 'e': 0.8319358038266718}",25,0,-136.3347302003374,"{0: 16, 1: 1, 2: 5, 3: 1, 4: 2}",0
94,False,"{'a': 0.002, 'e': 0.8302735949819326}",20,0,-87.48895559390964,"{0: 12, 1: 3, 2: 3, 3: 1, 4: 1}",0
95,False,"{'a': 0.002, 'e': 0.8286147072326806}",20,0,-81.39530442410421,"{0: 14, 1: 0, 2: 4, 3: 1, 4: 1}",0
96,False,"{'a': 0.002, 'e': 0.8269591339433623}",20,0,-137.39847450357408,"{0: 10, 1: 4, 2: 3, 3: 1, 4: 2}",0
97,False,"{'a': 0.002, 'e': 0.8253068684916823}",25,0,-23.57153401215007,"{0: 20, 1: 3, 2: 1, 3: 1, 4: 0}",0
98,False,"{'a': 0.002, 'e': 0.8236579042685769}",20,8,-67.09452280103349,"{0: 8, 1: 0, 2: 2, 3: 1, 4: 1}",1
99,False,"{'a': 0.002, 'e': 0.8220122346781865}",20,6,-39.50028548372662,"{0: 7, 1: 4, 2: 3, 3: 0, 4: 0}",1
100,False,"{'a': 0.002, 'e': 0.8203698531378311}",25,0,-54.258533469132736,"{0: 17, 1: 3, 2: 4, 3: 1, 4: 0}",0
101,False,"{'a': 0.002, 'e': 0.8187307530779818}",25,8,-72.18730798020206,"{0: 12, 1: 0, 2: 3, 3: 1, 4: 1}",1
102,False,"{'a': 0.002, 'e': 0.8170949279422366}",25,0,-91.51357367461897,"{0: 16, 1: 1, 2: 7, 3: 0, 4: 1}",0
103,False,"{'a': 0.002, 'e': 0.8154623711872927}",25,0,-183.93668350935025,"{0: 14, 1: 2, 2: 5, 3: 1, 4: 3}",0
104,False,"{'a': 0.002, 'e': 0.8138330762829207}",20,0,-96.26281114482771,"{0: 11, 1: 3, 2: 5, 3: 0, 4: 1}",1
105,False,"{'a': 0.002, 'e': 0.812207036711939}",20,0,-104.04687924656466,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 2}",0
106,False,"{'a': 0.002, 'e': 0.8105842459701871}",25,0,-151.81599840256885,"{0: 15, 1: 5, 2: 2, 3: 0, 4: 3}",0
107,False,"{'a': 0.002, 'e': 0.8089646975664998}",20,6,-2.355827605307911,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 0}",1
108,False,"{'a': 0.002, 'e': 0.8073483850226815}",20,13,-11.24789621030799,"{0: 6, 1: 0, 2: 0, 3: 1, 4: 0}",1
109,False,"{'a': 0.002, 'e': 0.8057353018734796}",25,2,-16.387272663944557,"{0: 19, 1: 0, 2: 4, 3: 0, 4: 0}",1
110,False,"{'a': 0.002, 'e': 0.8041254416665596}",25,0,-140.53952848811156,"{0: 15, 1: 2, 2: 5, 3: 1, 4: 2}",0
111,False,"{'a': 0.002, 'e': 0.8025187979624785}",20,8,-84.95644239664344,"{0: 7, 1: 2, 2: 1, 3: 0, 4: 2}",1
112,False,"{'a': 0.002, 'e': 0.8009153643346592}",30,5,-209.8270292444102,"{0: 12, 1: 1, 2: 6, 3: 4, 4: 2}",1
113,False,"{'a': 0.002, 'e': 0.7993151343693651}",20,6,-16.792021247037177,"{0: 10, 1: 2, 2: 2, 3: 0, 4: 0}",1
114,False,"{'a': 0.002, 'e': 0.7977181016656743}",20,0,-173.59128578574783,"{0: 12, 1: 1, 2: 2, 3: 2, 4: 3}",0
115,False,"{'a': 0.002, 'e': 0.7961242598354538}",30,1,-94.5556343720281,"{0: 19, 1: 3, 2: 5, 3: 1, 4: 1}",1
116,False,"{'a': 0.002, 'e': 0.794533602503334}",25,0,-42.425051790440385,"{0: 16, 1: 6, 2: 3, 3: 0, 4: 0}",0
117,False,"{'a': 0.002, 'e': 0.7929461233066837}",30,11,-62.00660013542187,"{0: 12, 1: 4, 2: 2, 3: 0, 4: 1}",1
118,False,"{'a': 0.002, 'e': 0.7913618158955839}",30,0,-124.5893699050867,"{0: 20, 1: 3, 2: 4, 3: 1, 4: 2}",0
119,False,"{'a': 0.002, 'e': 0.7897806739328027}",20,0,-168.88775731732997,"{0: 10, 1: 1, 2: 5, 3: 2, 4: 2}",0
120,False,"{'a': 0.002, 'e': 0.7882026910937704}",20,0,-50.54125729340682,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 1}",0
121,False,"{'a': 0.002, 'e': 0.7866278610665535}",20,0,-61.004265346463384,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",0
122,False,"{'a': 0.002, 'e': 0.7850561775518295}",25,0,-5.145152135027566,"{0: 21, 1: 2, 2: 2, 3: 0, 4: 0}",0
123,False,"{'a': 0.002, 'e': 0.7834876342628625}",20,3,-119.5831075252748,"{0: 10, 1: 1, 2: 3, 3: 1, 4: 2}",1
124,False,"{'a': 0.002, 'e': 0.7819222249254772}",20,0,-60.24799902377248,"{0: 13, 1: 2, 2: 3, 3: 2, 4: 0}",0
125,False,"{'a': 0.002, 'e': 0.7803599432780343}",25,0,-74.9505728110342,"{0: 19, 1: 2, 2: 1, 3: 2, 4: 1}",0
126,False,"{'a': 0.002, 'e': 0.7788007830714049}",30,0,-54.91336458799275,"{0: 20, 1: 4, 2: 6, 3: 0, 4: 0}",0
127,False,"{'a': 0.002, 'e': 0.7772447380689461}",20,12,7.15942787060313,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
128,False,"{'a': 0.002, 'e': 0.775691802046476}",20,0,-116.79469147376912,"{0: 13, 1: 0, 2: 5, 3: 0, 4: 2}",0
129,False,"{'a': 0.002, 'e': 0.7741419687922484}",25,0,-80.47052839887112,"{0: 16, 1: 4, 2: 4, 3: 0, 4: 1}",0
130,False,"{'a': 0.002, 'e': 0.772595232106928}",25,0,-56.4238750350445,"{0: 17, 1: 1, 2: 6, 3: 1, 4: 0}",0
131,False,"{'a': 0.002, 'e': 0.7710515858035663}",20,8,-45.33507810757989,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 1}",1
132,False,"{'a': 0.002, 'e': 0.7695110237075758}",30,0,-189.43239153088095,"{0: 16, 1: 3, 2: 7, 3: 2, 4: 2}",0
133,False,"{'a': 0.002, 'e': 0.7679735396567061}",25,0,-103.52253015280608,"{0: 16, 1: 0, 2: 8, 3: 0, 4: 1}",0
134,False,"{'a': 0.002, 'e': 0.7664391275010192}",20,9,-13.989073344779271,"{0: 8, 1: 0, 2: 3, 3: 0, 4: 0}",1
135,False,"{'a': 0.002, 'e': 0.764907781102864}",20,0,-23.38779720748123,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",0
136,False,"{'a': 0.002, 'e': 0.7633794943368531}",30,17,10.721486221562426,"{0: 11, 1: 2, 2: 0, 3: 0, 4: 0}",1
137,False,"{'a': 0.002, 'e': 0.7618542610898376}",20,0,-31.606683616247697,"{0: 14, 1: 3, 2: 2, 3: 1, 4: 0}",0
138,False,"{'a': 0.002, 'e': 0.7603320752608821}",20,0,-76.80860109471972,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 2}",0
139,False,"{'a': 0.002, 'e': 0.7588129307612413}",20,0,-34.594634503762414,"{0: 14, 1: 2, 2: 4, 3: 0, 4: 0}",0
140,False,"{'a': 0.002, 'e': 0.7572968215143355}",30,0,-100.71807478819476,"{0: 18, 1: 8, 2: 2, 3: 1, 4: 1}",0
141,False,"{'a': 0.002, 'e': 0.7557837414557255}",25,0,-134.9371556115084,"{0: 16, 1: 2, 2: 4, 3: 1, 4: 2}",0
142,False,"{'a': 0.002, 'e': 0.754273684533089}",20,3,-117.29653083559838,"{0: 11, 1: 2, 2: 0, 3: 2, 4: 2}",1
143,False,"{'a': 0.002, 'e': 0.7527666447061963}",20,0,-49.98027606637507,"{0: 14, 1: 0, 2: 5, 3: 1, 4: 0}",0
144,False,"{'a': 0.002, 'e': 0.751262615946886}",25,0,-81.89916323974643,"{0: 18, 1: 2, 2: 3, 3: 1, 4: 1}",0
145,False,"{'a': 0.002, 'e': 0.7497615922390413}",20,0,-23.86020423681031,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 0}",0
146,False,"{'a': 0.002, 'e': 0.7482635675785653}",20,13,1.5372674118072454,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
147,False,"{'a': 0.002, 'e': 0.7467685359733571}",20,8,-57.49381352505643,"{0: 8, 1: 1, 2: 1, 3: 1, 4: 1}",1
148,False,"{'a': 0.002, 'e': 0.7452764914432887}",25,0,-127.462239716543,"{0: 15, 1: 2, 2: 5, 3: 2, 4: 1}",0
149,False,"{'a': 0.002, 'e': 0.7437874280201796}",25,0,-139.87645003420528,"{0: 16, 1: 1, 2: 5, 3: 1, 4: 2}",0
150,False,"{'a': 0.002, 'e': 0.7423013397477743}",25,1,-69.76791896117665,"{0: 17, 1: 1, 2: 5, 3: 0, 4: 1}",1
151,False,"{'a': 0.002, 'e': 0.7408182206817179}",20,0,-117.8907091557982,"{0: 10, 1: 5, 2: 3, 3: 0, 4: 2}",0
152,False,"{'a': 0.002, 'e': 0.7393380648895319}",20,5,-10.09932866697074,"{0: 10, 1: 5, 2: 0, 3: 0, 4: 0}",1
153,False,"{'a': 0.002, 'e': 0.7378608664505911}",20,0,-78.52707812254224,"{0: 12, 1: 3, 2: 4, 3: 0, 4: 1}",0
154,False,"{'a': 0.002, 'e': 0.7363866194561001}",25,9,-79.54929035496164,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 2}",1
155,False,"{'a': 0.002, 'e': 0.7349153180090687}",30,0,-103.74650117940129,"{0: 18, 1: 4, 2: 5, 3: 3, 4: 0}",1
156,False,"{'a': 0.002, 'e': 0.7334469562242892}",30,0,-116.58178230133156,"{0: 19, 1: 3, 2: 5, 3: 2, 4: 1}",0
157,False,"{'a': 0.002, 'e': 0.7319815282283126}",20,0,-11.739992761725171,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
158,False,"{'a': 0.002, 'e': 0.7305190281594249}",20,0,-87.0467384246672,"{0: 14, 1: 1, 2: 2, 3: 2, 4: 1}",0
159,False,"{'a': 0.002, 'e': 0.7290594501676237}",20,11,8.765465588297314,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
160,False,"{'a': 0.002, 'e': 0.7276027884145955}",35,0,-115.9590675920088,"{0: 24, 1: 4, 2: 5, 3: 0, 4: 2}",0
161,False,"{'a': 0.002, 'e': 0.7261490370736909}",25,0,-89.82429035474102,"{0: 16, 1: 5, 2: 2, 3: 1, 4: 1}",0
162,False,"{'a': 0.002, 'e': 0.7246981903299029}",25,9,-37.42701882824203,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 1}",1
163,False,"{'a': 0.002, 'e': 0.7232502423798424}",35,0,-59.49265223530518,"{0: 27, 1: 4, 2: 3, 3: 0, 4: 1}",0
164,False,"{'a': 0.002, 'e': 0.7218051874317158}",25,0,-160.62573403620308,"{0: 14, 1: 5, 2: 3, 3: 0, 4: 3}",0
165,False,"{'a': 0.002, 'e': 0.7203630197053014}",30,0,-29.98072157130035,"{0: 23, 1: 3, 2: 3, 3: 1, 4: 0}",0
166,False,"{'a': 0.002, 'e': 0.7189237334319262}",30,18,1.6389188707963078,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
167,False,"{'a': 0.002, 'e': 0.7174873228544433}",30,9,-126.54543074119226,"{0: 12, 1: 3, 2: 3, 3: 1, 4: 2}",1
168,False,"{'a': 0.002, 'e': 0.7160537822272085}",25,0,-33.56201971341366,"{0: 18, 1: 3, 2: 4, 3: 0, 4: 0}",0
169,False,"{'a': 0.002, 'e': 0.7146231058160573}",25,0,-48.09070257906206,"{0: 18, 1: 3, 2: 3, 3: 1, 4: 0}",0
170,False,"{'a': 0.002, 'e': 0.7131952878982822}",30,0,-51.41161458225001,"{0: 24, 1: 1, 2: 4, 3: 0, 4: 1}",0
171,False,"{'a': 0.002, 'e': 0.7117703227626097}",20,0,-40.31852869718589,"{0: 16, 1: 0, 2: 2, 3: 2, 4: 0}",1
172,False,"{'a': 0.002, 'e': 0.7103482047091773}",25,1,-46.83313181056669,"{0: 16, 1: 5, 2: 2, 3: 1, 4: 0}",1
173,False,"{'a': 0.002, 'e': 0.7089289280495107}",20,0,-67.88224193325111,"{0: 14, 1: 3, 2: 1, 3: 1, 4: 1}",0
174,False,"{'a': 0.002, 'e': 0.7075124871065017}",25,0,-136.17771282717382,"{0: 19, 1: 0, 2: 2, 3: 1, 4: 3}",0
175,False,"{'a': 0.002, 'e': 0.7060988762143844}",20,0,-68.65142987402744,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",0
176,False,"{'a': 0.002, 'e': 0.7046880897187134}",20,0,-88.5993232695137,"{0: 9, 1: 6, 2: 3, 3: 2, 4: 0}",0
177,False,"{'a': 0.002, 'e': 0.7032801219763409}",25,0,-83.1605951612487,"{0: 17, 1: 1, 2: 6, 3: 0, 4: 1}",0
178,False,"{'a': 0.002, 'e': 0.701874967355394}",20,0,-113.18575635592808,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 3}",0
179,False,"{'a': 0.002, 'e': 0.7004726202352524}",30,22,10.491593537027457,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
180,False,"{'a': 0.002, 'e': 0.6990730750065257}",25,10,-12.332079916123266,"{0: 12, 1: 0, 2: 3, 3: 0, 4: 0}",1
181,False,"{'a': 0.002, 'e': 0.697676326071031}",25,0,-24.999988909767595,"{0: 18, 1: 5, 2: 2, 3: 0, 4: 0}",0
182,False,"{'a': 0.002, 'e': 0.696282367841771}",30,0,-225.67802104330892,"{0: 15, 1: 3, 2: 7, 3: 2, 4: 3}",0
183,False,"{'a': 0.002, 'e': 0.6948911947429106}",20,0,-98.69692240620961,"{0: 14, 1: 2, 2: 1, 3: 1, 4: 2}",0
184,False,"{'a': 0.002, 'e': 0.6935028012097558}",25,0,-147.50487337779157,"{0: 15, 1: 4, 2: 3, 3: 0, 4: 3}",0
